Goal Type,Activity Type,Goal,Start Date,End Date,Segment ID,Time Period,Interval Time
Distance Goal,Run,41842.94,"Aug 7, 2023, 10:12:15 PM","Aug 14, 2023, 6:19:49 AM",,Week
Distance Goal,Run,48280.32,"Aug 14, 2023, 6:19:49 AM","Aug 4, 2025, 8:27:15 PM",,Week
Distance Goal,Run,64373.76,"Aug 4, 2025, 8:27:15 PM","Aug 22, 2025, 4:53:10 AM",,Week
Distance Goal,Run,67592.45,"Aug 22, 2025, 4:53:10 AM",,,Week
