Date,Name,Icon,Type,Quantity,Units,Calories,Deleted,Fat (g),Protein (g),Carbohydrates (g),Saturated Fat (g),Sugars (g),Fiber (g),Cholesterol (mg),Sodium (mg)
02/19/2026,Aldi - Wild Caught Pink Salmon,Fish,Dinner,6.0,Ounces,210,0,7.50,34.50,0,1.50,0,0,75,127.50
02/19/2026,Beef Stew Chunks,Beef,Dinner,3.0,Ounces,113,0,3.75,18,0,n/a,n/a,0,n/a,n/a
02/19/2026,"Kiwi, Small",Kiwi,Snacks,148.0,Grams,100,0,n/a,2,24,n/a,16,4,n/a,n/a
02/19/2026,Baked Chips BBQ (Aldis),PotatoChip,Snacks,56.0,Grams,220,0,3.96,3.96,44,n/a,3.96,1.98,n/a,280
02/19/2026,Sundae shoppe ice cream crunch bars,IceCreamBar,Snacks,1.0,Each,130,0,8,1,13.50,n/a,10.50,n/a,5,22.50
02/18/2026,Chai Latte,Recipe,Breakfast,1.0,Serving,150,0,5.75,5,18.50,3.75,18,0,25,85
02/18/2026,Parfait Cup,Recipe,Breakfast,1.0,Serving,340,0,6.16,42.11,30.82,1.33,17.16,3.50,38.29,145.68
02/18/2026,Salmon Rice Bowl,Recipe,Lunch,1.0,Serving,354,0,6.67,28.36,44.89,1.34,0,1.34,50,85
02/18/2026,"Brown Rice, Cooked",Rice,Dinner,2.0,Cups,432,0,3.60,10,90,0.80,1.40,7,0,20
02/18/2026,Beef Stew Chunks,Beef,Dinner,8.0,Ounces,300,0,10,48,0,n/a,n/a,0,n/a,n/a
02/18/2026,Aldi - Wild Caught Pink Salmon,Fish,Dinner,2.0,Ounces,70,0,2.50,11.50,0,0.50,0,0,25,42.50
02/18/2026,"Kiwi, Small",Kiwi,Snacks,148.0,Grams,100,0,n/a,2,24,n/a,16,4,n/a,n/a
02/18/2026,Sundae shoppe ice cream crunch bars,IceCreamBar,Snacks,2.0,Each,260,0,16,2,27,n/a,21,n/a,10,45
02/18/2026,Sea Salt & Vinegar Kettle Chips,PotatoChip,Snacks,28.0,Grams,150,0,8,1,17,0.50,1,1,0,160
02/18/2026,Small Popcorn,Popcorn,Snacks,1.0,Cup,62,0,3.33,0,6.67,3.33,n/a,1.67,n/a,35
02/17/2026,Chai Latte,Recipe,Breakfast,1.0,Serving,150,0,5.75,5,18.50,3.75,18,0,25,85
02/17/2026,Parfait Cup,Recipe,Breakfast,1.0,Serving,340,0,6.16,42.11,30.82,1.33,17.16,3.50,38.29,145.68
02/17/2026,Salmon Rice Bowl,Recipe,Lunch,1.0,Serving,354,0,6.67,28.36,44.89,1.34,0,1.34,50,85
02/17/2026,Chicken Tenderlions,Chicken,Dinner,12.0,Ounces,270,0,1.50,66,0,0,0,0,n/a,n/a
02/17/2026,"Mashed Potatoes, Homemade w/ Whole Milk & Butter",Potato,Dinner,2.0,Cups,475,0,17.72,7.81,70.60,10.96,6.1,6.30,46.20,1331.40
02/17/2026,Stir-Fried Raman (Spicy Chicken),StirFryNoodles,Dinner,150.0,Grams,568,0,17.14,12.86,91.7,8.57,7.50,4.29,0,1371.43
02/17/2026,"Kiwi, Small",Kiwi,Snacks,148.0,Grams,100,0,n/a,2,24,n/a,16,4,n/a,n/a
02/17/2026,Baked Chips BBQ (Aldis),PotatoChip,Snacks,56.0,Grams,220,0,3.96,3.96,44,n/a,3.96,1.98,n/a,280
02/17/2026,Sundae shoppe ice cream crunch bars,IceCreamBar,Snacks,1.0,Each,130,0,8,1,13.50,n/a,10.50,n/a,5,22.50
02/16/2026,Chai Latte,Recipe,Breakfast,1.0,Serving,150,0,5.75,5,18.50,3.75,18,0,25,85
02/16/2026,Parfait Cup,Recipe,Breakfast,1.0,Serving,340,0,6.16,42.11,30.82,1.33,17.16,3.50,38.29,145.68
02/16/2026,Salmon Rice Bowl,Recipe,Lunch,1.0,Serving,354,0,6.67,28.36,44.89,1.34,0,1.34,50,85
02/16/2026,"Pizza, Cheese, Original Crust, Large",Pizza,Dinner,2.0,Slices,580,0,20,22,74,9,8,4,50,1440
02/16/2026,Snow Crab Legs,Crab,Dinner,6.0,Ounces,200,0,30,40,n/a,n/a,n/a,n/a,120,1180
02/16/2026,Cheese Ravioli (frozen),Ravioli,Dinner,20.0,Pieces,500,0,8,22,84,6,6,6,100,560
02/16/2026,Chicken Tenderlions,Chicken,Dinner,4.0,Ounces,90,0,0.50,22,0,0,0,0,n/a,n/a
02/16/2026,Honey Almond Butter,AlmondButter,Snacks,16.0,Grams,90,0,7.50,3,5,1,2.50,1.50,n/a,32.50
02/16/2026,"Kiwi, Small",Kiwi,Snacks,148.0,Grams,100,0,n/a,2,24,n/a,16,4,n/a,n/a
02/16/2026,Baked Chips BBQ (Aldis),PotatoChip,Snacks,28.0,Grams,110,0,1.98,1.98,22,n/a,1.98,0.99,n/a,140
02/16/2026,Sundae shoppe ice cream crunch bars,IceCreamBar,Snacks,1.0,Each,130,0,8,1,13.50,n/a,10.50,n/a,5,22.50
02/23/2026,Core Fusion,Situps,Exercise,30,minutes,-239.056,0
02/23/2026,Weight Lifting,WeightTraining,Exercise,45,minutes,-204.905,0
02/20/2026,HealthKit Workout,HealthkitExercise,Exercise,41,minutes,-256.0,0
02/20/2026,HealthKit Workout,HealthkitExercise,Exercise,32,minutes,-212.0,0
02/18/2026,HealthKit Workout,HealthkitExercise,Exercise,44,minutes,-204.0,0
02/18/2026,HealthKit Workout,HealthkitExercise,Exercise,30,minutes,-234.0,0
02/17/2026,Walking,Walking,Exercise,55,minutes,-126.375,0
02/16/2026,HealthKit Workout,HealthkitExercise,Exercise,44,minutes,-214.0,0
02/16/2026,HealthKit Workout,HealthkitExercise,Exercise,38,minutes,-282.0,0
