Date,Name,Icon,Type,Quantity,Units,Calories,Deleted,Fat (g),Protein (g),Carbohydrates (g),Saturated Fat (g),Sugars (g),Fiber (g),Cholesterol (mg),Sodium (mg)
03/04/2026,"Candy, Juicy Burst",Snack,Snacks,44.0,Grams,140,0,n/a,1,32,n/a,26,n/a,n/a,50
03/03/2026,Parfait Cup,Recipe,Breakfast,1.0,Serving,340,0,6.16,42.11,30.82,1.33,17.16,3.50,38.29,145.68
03/03/2026,Cava Steak Bowl,Kebab,Lunch,1.0,Serving,680,0,26.50,35,45.50,7.50,12,6,105,1012
03/03/2026,"Beef Stew, Homemade",Beef,Dinner,2.0,Cups,460,0,22,26,38,4,4,6,80,1460
03/03/2026,"Bread, French Baguette",Baguette,Dinner,2.0,Each,360,0,2,12,72,0,0,2,0,880
03/03/2026,"Beef Jerky, Original",Beef,Snacks,150.0,Grams,429,0,8.4,58.93,26.79,2.68,21.43,0,133.93,3589.29
03/03/2026,"Candy, Juicy Burst",Snack,Snacks,44.0,Grams,140,0,n/a,1,32,n/a,26,n/a,n/a,50
03/03/2026,Sea Salt & Vinegar Kettle Chips,PotatoChip,Snacks,28.0,Grams,150,0,8,1,17,0.50,1,1,0,160
03/02/2026,Parfait Cup,Recipe,Breakfast,1.0,Serving,340,0,6.16,42.11,30.82,1.33,17.16,3.50,38.29,145.68
03/02/2026,Chuck Roast Rice Bowl,Recipe,Lunch,1.0,Serving,604,0,17.68,47.68,65.97,6.34,2,1.34,120,1300
03/02/2026,"Chips, Kettle, Original",PotatoChip,Lunch,28.0,Grams,150,0,9,2,17,1,1,1,0,89.90
03/02/2026,Verde Salsa,Sauce,Lunch,10.0,Tablespoons,25,0,0,0,3.70,0,3.70,0,0,554.50
03/02/2026,"Beef Stew, Homemade",Beef,Dinner,2.0,Cups,460,0,22,26,38,4,4,6,80,1460
03/02/2026,"Bread, French Baguette",Baguette,Dinner,2.0,Each,360,0,2,12,72,0,0,2,0,880
03/02/2026,"Kiwi, Small",Kiwi,Snacks,148.0,Grams,100,0,n/a,2,24,n/a,16,4,n/a,n/a
03/02/2026,Jalapeno Kettle Cooked Potato Chips,PotatoChip,Snacks,56.0,Grams,296,0,17.78,3.95,29.63,4.94,0,1.98,0,256.79
03/02/2026,"Beef Jerky, Original",Beef,Snacks,100.0,Grams,286,0,5.36,39.29,17.86,1.79,14.29,0,89.29,2392.86
03/02/2026,Sundae shoppe ice cream crunch bars,IceCreamBar,Snacks,1.0,Each,130,0,8,1,13.50,n/a,10.50,n/a,5,22.50
03/04/2026,HealthKit Workout,HealthkitExercise,Exercise,48,minutes,-304.0,0
03/04/2026,HealthKit Workout,HealthkitExercise,Exercise,33,minutes,-231.0,0
