Date,Name,Icon,Type,Quantity,Units,Calories,Deleted,Fat (g),Protein (g),Carbohydrates (g),Saturated Fat (g),Sugars (g),Fiber (g),Cholesterol (mg),Sodium (mg)
03/13/2026,"Taco, Soft, Beef",Taco,Dinner,2.0,Each,360,0,18,18,34,8,2,6,50,980
03/13/2026,Sundae shoppe ice cream crunch bars,IceCreamBar,Snacks,2.0,Each,260,0,16,2,27,n/a,21,n/a,10,45
03/13/2026,Roasted Seaweed Mini Pack,Seaweed,Snacks,1.0,Pouch,40,0,2,3,3,n/a,0,0,n/a,n/a
03/13/2026,"Chips, Kettle, Original",PotatoChip,Snacks,56.0,Grams,300,0,18,4,34,2,2,2,0,179.80
03/13/2026,"Candy, Juicy Burst",Snack,Snacks,22.0,Grams,70,0,n/a,0.50,16,n/a,13,n/a,n/a,25
03/12/2026,Chinese Buffett,Default,Dinner,3.0,Servings,"1,500",0,48,45,n/a,n/a,n/a,n/a,n/a,n/a
03/12/2026,"Candy, Soft, Chewy, Kids",Candy,Snacks,18.0,Pieces,158,0,0,0,39.38,0,37.13,0,0,28.13
03/12/2026,"Candy, Juicy Burst",Snack,Snacks,22.0,Grams,70,0,n/a,0.50,16,n/a,13,n/a,n/a,25
03/11/2026,Aldi - Wild Caught Pink Salmon,Fish,Dinner,5.0,Ounces,175,0,6.25,28.75,0,1.25,0,0,62.50,106.25
03/11/2026,"White Rice, Steamed",Rice,Dinner,1.0,Cup,285,0,0,4.71,62.39,0,1.18,1.18,0,0
03/11/2026,Roasted Seaweed Mini Pack,Seaweed,Dinner,2.0,Pouches,80,0,4,6,6,n/a,0,0,n/a,n/a
03/11/2026,Creatine Gummies (5 gummies=5g creatine),GummyBear,Snacks,1.0,Serving,50,0,n/a,n/a,10,n/a,10,n/a,n/a,50
03/11/2026,"Candy, Soft, Chewy, Kids",Candy,Snacks,12.0,Pieces,105,0,0,0,26.25,0,24.75,0,0,18.75
03/11/2026,Jalapeno Kettle Cooked Potato Chips,PotatoChip,Snacks,28.0,Grams,148,0,8.89,1.98,14.82,2.47,0,0.99,0,128.40
03/11/2026,"Candy, Juicy Burst",Snack,Snacks,44.0,Grams,140,0,n/a,1,32,n/a,26,n/a,n/a,50
03/10/2026,Banana,Banana,Breakfast,1.0,Each,100,0,0.30,1.10,23.10,n/a,n/a,n/a,n/a,n/a
03/10/2026,Chai Latte,Recipe,Breakfast,1.0,Serving,150,0,5.75,5,18.50,3.75,18,0,25,85
03/10/2026,Honey Almond Butter,AlmondButter,Breakfast,16.0,Grams,90,0,7.50,3,5,1,2.50,1.50,n/a,32.50
03/10/2026,Chicken Fajitas w/ Onions & peppers,Chicken,Lunch,3.0,Each,573,0,30,60,11.40,10.50,5.70,2.70,189,660
03/10/2026,Roasted Seaweed Mini Pack,Seaweed,Lunch,2.0,Pouches,80,0,4,6,6,n/a,0,0,n/a,n/a
03/10/2026,Beef Brisket Pho,Soup,Dinner,1.0,Serving,705,0,24,43,78,7.10,14,5.40,108,n/a
03/10/2026,Rotisserie Chicken,Chicken,Dinner,4.0,Ounces,200,0,10.67,24,4,n/a,0,0,n/a,n/a
03/10/2026,"Cookies, Chocolate Chip, Chewy Mini",Cookie,Snacks,9.0,Pieces,315,0,11.25,2.25,49.50,6.75,27,2.25,0,191.25
03/10/2026,Creatine Gummies (5 gummies=5g creatine),GummyBear,Snacks,1.0,Serving,50,0,n/a,n/a,10,n/a,10,n/a,n/a,50
03/10/2026,"Kiwi, Small",Kiwi,Snacks,148.0,Grams,100,0,n/a,2,24,n/a,16,4,n/a,n/a
03/10/2026,"Candy, Soft, Chewy, Kids",Candy,Snacks,12.0,Pieces,105,0,0,0,26.25,0,24.75,0,0,18.75
03/10/2026,Beef jerky,Beef,Snacks,1.0,Serving,90,0,6,9,0.50,2.50,n/a,n/a,25,290
03/09/2026,Banana,Banana,Breakfast,1.0,Each,100,0,0.30,1.10,23.10,n/a,n/a,n/a,n/a,n/a
03/09/2026,Chai Latte,Recipe,Breakfast,1.0,Serving,150,0,5.75,5,18.50,3.75,18,0,25,85
03/09/2026,Honey Almond Butter,AlmondButter,Breakfast,16.0,Grams,90,0,7.50,3,5,1,2.50,1.50,n/a,32.50
03/09/2026,Chicken Fajitas w/ Onions & peppers,Chicken,Lunch,3.0,Each,573,0,30,60,11.40,10.50,5.70,2.70,189,660
03/09/2026,Jalapeno Kettle Cooked Potato Chips,PotatoChip,Lunch,28.0,Grams,148,0,8.89,1.98,14.82,2.47,0,0.99,0,128.40
03/09/2026,Bacon,Bacon,Lunch,4.0,Slices,180,0,14,10,0,5,0,0,30,560
03/09/2026,Grilled Beef Spring Rolls,EggRoll,Dinner,3.0,Servings,963,0,18,93,99,6,n/a,2.70,147,1260
03/09/2026,"Kiwi, Small",Kiwi,Snacks,148.0,Grams,100,0,n/a,2,24,n/a,16,4,n/a,n/a
03/09/2026,Creatine Gummies (5 gummies=5g creatine),GummyBear,Snacks,1.0,Serving,50,0,n/a,n/a,10,n/a,10,n/a,n/a,50
03/09/2026,Beef jerky,Beef,Snacks,2.0,Servings,180,0,12,18,1,5,n/a,n/a,50,580
03/09/2026,"Cookies, Chocolate Chip, Chewy Mini",Cookie,Snacks,5.0,Pieces,175,0,6.25,1.25,27.50,3.75,15,1.25,0,106.25
03/16/2026,HealthKit Workout,HealthkitExercise,Exercise,56,minutes,-274.0,0
03/16/2026,HealthKit Workout,HealthkitExercise,Exercise,30,minutes,-152.0,0
